id,name,description,rarity,selling_exchange_point,created_at,updated_at
9618,Extreme Z Dokkan Fes Ticket 18,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2020/02/25 21:59 PST.",3,50,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9619,Extreme Z Dokkan Fes Ticket 19,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2020/03/10 21:59 PST.",3,50,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9620,Extreme Z Dokkan Fes Ticket 20,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2020/03/25 21:59 PST.",3,50,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9621,Extreme Z Dokkan Fes Ticket 21,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2020/04/30 21:59 PST.",3,50,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9622,Extreme Z Dokkan Fes Ticket 22,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2020/05/14 21:59 PST.",3,50,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9623,Extreme Z Dokkan Fes Ticket 23,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2020/06/14 21:59 PST.",3,50,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9624,Extreme Z Dokkan Fes Ticket 24,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2020/06/28 21:59 PST.",3,50,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9625,Extreme Z Dokkan Fes Ticket 25,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2020/07/08 21:59 PST.",3,50,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9626,Extreme Z Dokkan Fes Ticket 26,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2020/11/12 21:59 PST.",3,50,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9627,Extreme Z Dokkan Fes Ticket 27,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2020/12/10 21:59 PST.",3,50,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9628,Extreme Z Dokkan Fes Ticket 28,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2021/01/24 21:59 PST.",3,50,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9629,Extreme Z Dokkan Fes Ticket 29,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2021/03/22 21:59 PST.",3,50,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9630,Extreme Z Dokkan Fes Ticket 30,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2021/04/27 21:59 PST.",3,50,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9631,Extreme Z Dokkan Fes Ticket 31,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2021/05/31 21:59 PST.",3,50,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9632,Extreme Z Dokkan Fes Ticket 32,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2021/05/31 21:59 PST.",3,50,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9633,Extreme Z Dokkan Fes Ticket 33,"Summon ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 2021/06/27 21:59 PST.",3,50,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9634,Extreme Z Dokkan Fes Ticket 34,"Summon ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 10/27/2021 21:59 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9635,Extreme Z Dokkan Fes Ticket 35,"Summon ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 12/2/2021 15:59 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9636,Extreme Z Dokkan Fes Ticket 36,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 5/23/2022 21:59 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9637,Extreme Z Dokkan Fes Ticket 37,"Summon Ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 8/14/2022 22:29 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9638,Extreme Z Dokkan Fes Ticket 38,"Summon Ticket for ""Extreme Z Dokkan Festival 
Ticket Summon"". 
Valid until 8/14/2022 22:29 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9639,Extreme Z Dokkan Fes Ticket 39,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 8/28/2022 21:59 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9640,Extreme Z Dokkan Fes Ticket 40,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 11/24/2022 21:59 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9641,Extreme Z Dokkan Fes Ticket 41,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 12/20/2022 21:59 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9642,Extreme Z Dokkan Fes Ticket 42,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 1/21/2023 21:59 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9643,Extreme Z Dokkan Fes Ticket 43,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 2/23/2023 21:59 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9644,Extreme Z Dokkan Fes Ticket 44,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 3/23/2023 21:59 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9645,Extreme Z Dokkan Fes Ticket 45,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 5/17/2023 21:59 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9646,Extreme Z Dokkan Fes Ticket 46,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 6/19/2023 21:59 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9647,Extreme Z Dokkan Fes Ticket 47,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 8/11/2023 21:59 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9648,Extreme Z Dokkan Fes Ticket 48,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 8/11/2023 21:59 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9649,Extreme Z Dokkan Fes Ticket 49,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 10/26/2023 21:59 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9650,Extreme Z Dokkan Fes Ticket 50,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 11/23/2023 21:59 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9651,Extreme Z Dokkan Fes Ticket 51,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 12/31/2023 21:59 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9652,Extreme Z Dokkan Fes Ticket 52,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 1/23/2024 21:59 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9653,Extreme Z Dokkan Fes Ticket 53,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 2/20/2024 21:59 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9654,Extreme Z Dokkan Fes Ticket 54,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 3/6/2024 21:59 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9655,Extreme Z Dokkan Fes Ticket 55,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 4/8/2024 21:59 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9656,Extreme Z Dokkan Fes Ticket 56,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 5/30/2024 21:59 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9657,Extreme Z Dokkan Fes Ticket 57,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 7/6/2024 21:59 PST.",3,0,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9701,Dokkan Festival Ticket (A),"Summon ticket for ""Dokkan Festival Ticket Summon (A)"". 
Valid until 2019/8/12 21:59 PST.",3,50,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9702,Dokkan Festival Ticket (B),"Summon ticket for ""Dokkan Festival Ticket Summon (B)"". 
Valid until 2019/8/12 21:59 PST.",3,50,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
9999,SSR Force Summon Ticket,"SSR guaranteed summon ticket for ""Power UP! 
SSR Force Summon"". 1 ticket is required to perform 
one Single-Summon in the ""Power UP! SSR Force Summon"". 
Valid until 2020/08/02 15:59 PST.",3,50,2024-07-16 08:42:07.850082,2024-07-16 08:42:07.850082
