id,kind,description,conditions,created_at,updated_at
359,0,Drop rates of characters increase by 23%,"{""item_type"":""Card"",""benefit_permil"":230}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
360,0,Drop rates of characters increase by 24%,"{""item_type"":""Card"",""benefit_permil"":240}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
361,0,Drop rates of characters increase by 25%,"{""item_type"":""Card"",""benefit_permil"":250}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
362,2,Reward Boost restoration time shortens by 410 seconds,"{""shortened_sec"":410}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
363,2,Reward Boost restoration time shortens by 420 seconds,"{""shortened_sec"":420}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
364,2,Reward Boost restoration time shortens by 430 seconds,"{""shortened_sec"":430}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
365,2,Reward Boost restoration time shortens by 440 seconds,"{""shortened_sec"":440}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
366,2,Reward Boost restoration time shortens by 450 seconds,"{""shortened_sec"":450}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
367,2,Reward Boost restoration time shortens by 460 seconds,"{""shortened_sec"":460}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
368,2,Reward Boost restoration time shortens by 470 seconds,"{""shortened_sec"":470}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
369,2,Reward Boost restoration time shortens by 480 seconds,"{""shortened_sec"":480}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
370,2,Reward Boost restoration time shortens by 490 seconds,"{""shortened_sec"":490}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
371,2,Reward Boost restoration time shortens by 500 seconds,"{""shortened_sec"":500}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
372,0,Drop rates of Treasure Items increase by 11%,"{""item_type"":""TreasureItem"",""benefit_permil"":110}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
373,0,Drop rates of Treasure Items increase by 12%,"{""item_type"":""TreasureItem"",""benefit_permil"":120}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
374,0,Drop rates of Treasure Items increase by 13%,"{""item_type"":""TreasureItem"",""benefit_permil"":130}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
375,0,Drop rates of Treasure Items increase by 14%,"{""item_type"":""TreasureItem"",""benefit_permil"":140}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
376,0,Drop rates of Treasure Items increase by 15%,"{""item_type"":""TreasureItem"",""benefit_permil"":150}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
377,0,Drop rates of Treasure Items increase by 16%,"{""item_type"":""TreasureItem"",""benefit_permil"":160}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
378,0,Drop rates of Treasure Items increase by 17%,"{""item_type"":""TreasureItem"",""benefit_permil"":170}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
379,0,Drop rates of Treasure Items increase by 18%,"{""item_type"":""TreasureItem"",""benefit_permil"":180}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
380,0,Drop rates of Treasure Items increase by 19%,"{""item_type"":""TreasureItem"",""benefit_permil"":190}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
381,0,Drop rates of Treasure Items increase by 20%,"{""item_type"":""TreasureItem"",""benefit_permil"":200}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
382,0,Drop rates of Treasure Items increase by 21%,"{""item_type"":""TreasureItem"",""benefit_permil"":210}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
383,0,Drop rates of Treasure Items increase by 22%,"{""item_type"":""TreasureItem"",""benefit_permil"":220}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
384,0,Drop rates of Treasure Items increase by 23%,"{""item_type"":""TreasureItem"",""benefit_permil"":230}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
385,0,Drop rates of Treasure Items increase by 24%,"{""item_type"":""TreasureItem"",""benefit_permil"":240}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
386,0,Drop rates of Treasure Items increase by 25%,"{""item_type"":""TreasureItem"",""benefit_permil"":250}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
387,2,Reward Boost restoration time shortens by 505 seconds,"{""shortened_sec"":505}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
388,2,Reward Boost restoration time shortens by 510 seconds,"{""shortened_sec"":510}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
389,2,Reward Boost restoration time shortens by 515 seconds,"{""shortened_sec"":515}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
390,2,Reward Boost restoration time shortens by 520 seconds,"{""shortened_sec"":520}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
391,2,Reward Boost restoration time shortens by 525 seconds,"{""shortened_sec"":525}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
392,2,Reward Boost restoration time shortens by 530 seconds,"{""shortened_sec"":530}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
393,2,Reward Boost restoration time shortens by 535 seconds,"{""shortened_sec"":535}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
394,2,Reward Boost restoration time shortens by 540 seconds,"{""shortened_sec"":540}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
395,2,Reward Boost restoration time shortens by 545 seconds,"{""shortened_sec"":545}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
396,2,Reward Boost restoration time shortens by 550 seconds,"{""shortened_sec"":550}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
397,0,Drop rates of Awakening Medals increase by 11%,"{""item_type"":""AwakeningItem"",""benefit_permil"":110}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
398,0,Drop rates of Awakening Medals increase by 12%,"{""item_type"":""AwakeningItem"",""benefit_permil"":120}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
399,0,Drop rates of Awakening Medals increase by 13%,"{""item_type"":""AwakeningItem"",""benefit_permil"":130}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
400,0,Drop rates of Awakening Medals increase by 14%,"{""item_type"":""AwakeningItem"",""benefit_permil"":140}",2024-07-08 11:00:16.398574,2024-07-08 11:00:16.398574
401,0,Drop rates of Awakening Medals increase by 15%,"{""item_type"":""AwakeningItem"",""benefit_permil"":150}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
402,0,Drop rates of Awakening Medals increase by 16%,"{""item_type"":""AwakeningItem"",""benefit_permil"":160}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
403,0,Drop rates of Awakening Medals increase by 17%,"{""item_type"":""AwakeningItem"",""benefit_permil"":170}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
404,0,Drop rates of Awakening Medals increase by 18%,"{""item_type"":""AwakeningItem"",""benefit_permil"":180}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
405,0,Drop rates of Awakening Medals increase by 19%,"{""item_type"":""AwakeningItem"",""benefit_permil"":190}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
406,0,Drop rates of Awakening Medals increase by 20%,"{""item_type"":""AwakeningItem"",""benefit_permil"":200}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
407,0,Drop rates of Awakening Medals increase by 21%,"{""item_type"":""AwakeningItem"",""benefit_permil"":210}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
408,0,Drop rates of Awakening Medals increase by 22%,"{""item_type"":""AwakeningItem"",""benefit_permil"":220}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
409,0,Drop rates of Awakening Medals increase by 23%,"{""item_type"":""AwakeningItem"",""benefit_permil"":230}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
410,0,Drop rates of Awakening Medals increase by 24%,"{""item_type"":""AwakeningItem"",""benefit_permil"":240}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
411,0,Drop rates of Awakening Medals increase by 25%,"{""item_type"":""AwakeningItem"",""benefit_permil"":250}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
412,4,Prices in Trade Points 11% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":110}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
413,4,Prices in Trade Points 12% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":120}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
414,4,Prices in Trade Points 13% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":130}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
415,4,Prices in Trade Points 14% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":140}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
416,4,Prices in Trade Points 15% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":150}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
417,3,STA restoration time shortens by 21 seconds,"{""shortened_sec"":21}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
418,3,STA restoration time shortens by 22 seconds,"{""shortened_sec"":22}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
419,3,STA restoration time shortens by 23 seconds,"{""shortened_sec"":23}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
420,3,STA restoration time shortens by 24 seconds,"{""shortened_sec"":24}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
421,3,STA restoration time shortens by 25 seconds,"{""shortened_sec"":25}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
422,2,Reward Boost restoration time shortens by 555 seconds,"{""shortened_sec"":555}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
423,2,Reward Boost restoration time shortens by 560 seconds,"{""shortened_sec"":560}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
424,2,Reward Boost restoration time shortens by 565 seconds,"{""shortened_sec"":565}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
425,2,Reward Boost restoration time shortens by 570 seconds,"{""shortened_sec"":570}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
426,2,Reward Boost restoration time shortens by 575 seconds,"{""shortened_sec"":575}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
427,2,Reward Boost restoration time shortens by 580 seconds,"{""shortened_sec"":580}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
428,2,Reward Boost restoration time shortens by 585 seconds,"{""shortened_sec"":585}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
429,2,Reward Boost restoration time shortens by 590 seconds,"{""shortened_sec"":590}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
430,2,Reward Boost restoration time shortens by 595 seconds,"{""shortened_sec"":595}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
431,2,Reward Boost restoration time shortens by 600 seconds,"{""shortened_sec"":600}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
432,4,Prices in Zeni 11% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":110}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
433,4,Prices in Zeni 12% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":120}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
434,4,Prices in Zeni 13% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":130}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
435,4,Prices in Zeni 14% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":140}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
436,4,Prices in Zeni 15% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":150}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
437,3,STA restoration time shortens by 26 seconds,"{""shortened_sec"":26}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
438,3,STA restoration time shortens by 27 seconds,"{""shortened_sec"":27}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
439,3,STA restoration time shortens by 28 seconds,"{""shortened_sec"":28}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
440,3,STA restoration time shortens by 29 seconds,"{""shortened_sec"":29}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
441,3,STA restoration time shortens by 30 seconds,"{""shortened_sec"":30}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
442,2,Reward Boost restoration time shortens by 605 seconds,"{""shortened_sec"":605}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
443,2,Reward Boost restoration time shortens by 610 seconds,"{""shortened_sec"":610}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
444,2,Reward Boost restoration time shortens by 615 seconds,"{""shortened_sec"":615}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
445,2,Reward Boost restoration time shortens by 620 seconds,"{""shortened_sec"":620}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
446,2,Reward Boost restoration time shortens by 625 seconds,"{""shortened_sec"":625}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
447,2,Reward Boost restoration time shortens by 630 seconds,"{""shortened_sec"":630}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
448,2,Reward Boost restoration time shortens by 635 seconds,"{""shortened_sec"":635}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
449,2,Reward Boost restoration time shortens by 640 seconds,"{""shortened_sec"":640}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
450,2,Reward Boost restoration time shortens by 645 seconds,"{""shortened_sec"":645}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
451,2,Reward Boost restoration time shortens by 650 seconds,"{""shortened_sec"":650}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
452,4,Prices in Trade Points 16% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":160}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
453,4,Prices in Trade Points 17% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":170}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
454,4,Prices in Trade Points 18% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":180}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
455,4,Prices in Trade Points 19% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":190}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
456,4,Prices in Trade Points 20% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":200}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
457,4,Prices in Trade Points 21% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":210}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
458,4,Prices in Trade Points 22% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":220}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
459,4,Prices in Trade Points 23% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":230}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
460,4,Prices in Trade Points 24% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":240}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
461,4,Prices in Trade Points 25% off,"{""shop_type"":""Shop::ExchangePointShop"",""benefit_permil"":250}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
462,3,STA restoration time shortens by 31 seconds,"{""shortened_sec"":31}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
463,3,STA restoration time shortens by 32 seconds,"{""shortened_sec"":32}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
464,3,STA restoration time shortens by 33 seconds,"{""shortened_sec"":33}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
465,3,STA restoration time shortens by 34 seconds,"{""shortened_sec"":34}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
466,3,STA restoration time shortens by 35 seconds,"{""shortened_sec"":35}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
467,2,Reward Boost restoration time shortens by 655 seconds,"{""shortened_sec"":655}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
468,2,Reward Boost restoration time shortens by 660 seconds,"{""shortened_sec"":660}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
469,2,Reward Boost restoration time shortens by 665 seconds,"{""shortened_sec"":665}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
470,2,Reward Boost restoration time shortens by 670 seconds,"{""shortened_sec"":670}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
471,2,Reward Boost restoration time shortens by 675 seconds,"{""shortened_sec"":675}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
472,2,Reward Boost restoration time shortens by 680 seconds,"{""shortened_sec"":680}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
473,2,Reward Boost restoration time shortens by 685 seconds,"{""shortened_sec"":685}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
474,2,Reward Boost restoration time shortens by 690 seconds,"{""shortened_sec"":690}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
475,2,Reward Boost restoration time shortens by 695 seconds,"{""shortened_sec"":695}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
476,2,Reward Boost restoration time shortens by 700 seconds,"{""shortened_sec"":700}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
477,3,STA restoration time shortens by 36 seconds,"{""shortened_sec"":36}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
478,3,STA restoration time shortens by 37 seconds,"{""shortened_sec"":37}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
479,3,STA restoration time shortens by 38 seconds,"{""shortened_sec"":38}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
480,3,STA restoration time shortens by 39 seconds,"{""shortened_sec"":39}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
481,3,STA restoration time shortens by 40 seconds,"{""shortened_sec"":40}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
482,2,Reward Boost restoration time shortens by 705 seconds,"{""shortened_sec"":705}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
483,2,Reward Boost restoration time shortens by 710 seconds,"{""shortened_sec"":710}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
484,2,Reward Boost restoration time shortens by 715 seconds,"{""shortened_sec"":715}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
485,2,Reward Boost restoration time shortens by 720 seconds,"{""shortened_sec"":720}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
486,2,Reward Boost restoration time shortens by 725 seconds,"{""shortened_sec"":725}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
487,2,Reward Boost restoration time shortens by 730 seconds,"{""shortened_sec"":730}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
488,2,Reward Boost restoration time shortens by 735 seconds,"{""shortened_sec"":735}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
489,2,Reward Boost restoration time shortens by 740 seconds,"{""shortened_sec"":740}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
490,2,Reward Boost restoration time shortens by 745 seconds,"{""shortened_sec"":745}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
491,2,Reward Boost restoration time shortens by 750 seconds,"{""shortened_sec"":750}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
492,2,Reward Boost restoration time shortens by 755 seconds,"{""shortened_sec"":755}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
493,2,Reward Boost restoration time shortens by 760 seconds,"{""shortened_sec"":760}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
494,2,Reward Boost restoration time shortens by 765 seconds,"{""shortened_sec"":765}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
495,2,Reward Boost restoration time shortens by 770 seconds,"{""shortened_sec"":770}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
496,2,Reward Boost restoration time shortens by 775 seconds,"{""shortened_sec"":775}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
497,2,Reward Boost restoration time shortens by 780 seconds,"{""shortened_sec"":780}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
498,2,Reward Boost restoration time shortens by 785 seconds,"{""shortened_sec"":785}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
499,2,Reward Boost restoration time shortens by 790 seconds,"{""shortened_sec"":790}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
500,2,Reward Boost restoration time shortens by 795 seconds,"{""shortened_sec"":795}",2024-07-08 11:00:16.408513,2024-07-08 11:00:16.408513
501,2,Reward Boost restoration time shortens by 800 seconds,"{""shortened_sec"":800}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
502,4,Prices in Zeni 16% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":160}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
503,4,Prices in Zeni 17% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":170}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
504,4,Prices in Zeni 18% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":180}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
505,4,Prices in Zeni 19% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":190}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
506,4,Prices in Zeni 20% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":200}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
507,4,Prices in Zeni 21% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":210}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
508,4,Prices in Zeni 22% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":220}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
509,4,Prices in Zeni 23% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":230}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
510,4,Prices in Zeni 24% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":240}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
511,4,Prices in Zeni 25% off,"{""shop_type"":""Shop::ZeniShop"",""benefit_permil"":250}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
512,3,STA restoration time shortens by 41 seconds,"{""shortened_sec"":41}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
513,3,STA restoration time shortens by 42 seconds,"{""shortened_sec"":42}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
514,3,STA restoration time shortens by 43 seconds,"{""shortened_sec"":43}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
515,3,STA restoration time shortens by 44 seconds,"{""shortened_sec"":44}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
516,3,STA restoration time shortens by 45 seconds,"{""shortened_sec"":45}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
517,2,Reward Boost restoration time shortens by 805 seconds,"{""shortened_sec"":805}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
518,2,Reward Boost restoration time shortens by 810 seconds,"{""shortened_sec"":810}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
519,2,Reward Boost restoration time shortens by 815 seconds,"{""shortened_sec"":815}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
520,2,Reward Boost restoration time shortens by 820 seconds,"{""shortened_sec"":820}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
521,2,Reward Boost restoration time shortens by 825 seconds,"{""shortened_sec"":825}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
522,2,Reward Boost restoration time shortens by 830 seconds,"{""shortened_sec"":830}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
523,2,Reward Boost restoration time shortens by 835 seconds,"{""shortened_sec"":835}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
524,2,Reward Boost restoration time shortens by 840 seconds,"{""shortened_sec"":840}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
525,2,Reward Boost restoration time shortens by 845 seconds,"{""shortened_sec"":845}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
526,2,Reward Boost restoration time shortens by 850 seconds,"{""shortened_sec"":850}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
527,2,Reward Boost restoration time shortens by 855 seconds,"{""shortened_sec"":855}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
528,2,Reward Boost restoration time shortens by 860 seconds,"{""shortened_sec"":860}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
529,2,Reward Boost restoration time shortens by 865 seconds,"{""shortened_sec"":865}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
530,2,Reward Boost restoration time shortens by 870 seconds,"{""shortened_sec"":870}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
531,2,Reward Boost restoration time shortens by 875 seconds,"{""shortened_sec"":875}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
532,2,Reward Boost restoration time shortens by 880 seconds,"{""shortened_sec"":880}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
533,2,Reward Boost restoration time shortens by 885 seconds,"{""shortened_sec"":885}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
534,2,Reward Boost restoration time shortens by 890 seconds,"{""shortened_sec"":890}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
535,2,Reward Boost restoration time shortens by 895 seconds,"{""shortened_sec"":895}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
536,2,Reward Boost restoration time shortens by 900 seconds,"{""shortened_sec"":900}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
537,3,STA restoration time shortens by 46 seconds,"{""shortened_sec"":46}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
538,3,STA restoration time shortens by 47 seconds,"{""shortened_sec"":47}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
539,3,STA restoration time shortens by 48 seconds,"{""shortened_sec"":48}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
540,3,STA restoration time shortens by 49 seconds,"{""shortened_sec"":49}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
541,3,STA restoration time shortens by 50 seconds,"{""shortened_sec"":50}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
542,2,Reward Boost restoration time shortens by 905 seconds,"{""shortened_sec"":905}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
543,2,Reward Boost restoration time shortens by 910 seconds,"{""shortened_sec"":910}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
544,2,Reward Boost restoration time shortens by 915 seconds,"{""shortened_sec"":915}",2024-07-08 11:00:16.417928,2024-07-08 11:00:16.417928
