id,collection_category_id,name,priority,card_id,background_id,created_at,updated_at
543,3,"超サイヤ人
ベジータ
(ゼノ)",84650,1023311,2,2024-05-29 02:26:46,2024-05-29 02:26:46
544,3,"超サイヤ人
ベジークス
(ゼノ)",84750,1023271,3,2024-05-29 02:26:46,2024-05-29 02:26:46
545,3,"超サイヤ人3
ゴハンクス
(ゼノ)",86940,1023291,2,2024-05-29 02:26:46,2024-05-29 02:26:46
546,3,"超サイヤ人3
ゴテンクス
(ゼノ)",86950,1023281,5,2024-05-29 02:26:46,2024-05-29 02:26:46
547,3,"人造人間
17号(未来)
&18号(未来)",91475,1023350,1,2024-05-29 02:26:46,2024-05-29 02:26:46
548,4,"ドクター・ゲロ
&人造人間19号",75750,1023370,2,2024-05-29 02:26:46,2024-05-29 02:26:46
549,3,"超サイヤ人
孫悟飯(未来)
&トランクス(少年期)(未来)",86350,1023400,5,2024-05-29 02:26:46,2024-05-29 02:26:46
550,3,"超サイヤ人
孫悟飯(未来)
&トランクス(少年期)(未来)
/超サイヤ人孫悟飯(未来)",86325,1023421,5,2024-05-29 02:26:46,2024-05-29 02:26:46
551,3,ジャッキー・チュン像,92540,1023821,5,2024-05-29 02:26:46,2024-05-29 02:26:46
552,3,"超サイヤ人ゴッド
孫悟空
&超サイヤ人ゴッド
ベジータ",88550,1022360,1,2024-05-29 02:26:46,2024-05-29 02:26:46
553,3,"超サイヤ人4
孫悟空
&超サイヤ人4
ベジータ",88650,1022400,4,2024-05-29 02:26:46,2024-05-29 02:26:46
554,3,"孫悟飯(青年期)
&孫悟天(幼年期)
&トランクス(幼年期)",79525,1023891,1,2024-05-29 02:26:46,2024-05-29 02:26:46
555,3,孫悟空&チチ,80540,1023931,5,2024-05-29 02:26:46,2024-05-29 02:26:46
556,6,ベジータ&ブルマ,66913,1023951,4,2024-05-29 02:26:46,2024-05-29 02:26:46
557,3,"孫悟空Jr.
&ベジータJr.",80150,1023841,5,2024-05-29 02:26:46,2024-05-29 02:26:46
558,3,"超サイヤ人
孫悟空Jr.
&超サイヤ人
ベジータJr.",87650,1023861,5,2024-05-29 02:26:46,2024-05-29 02:26:46
559,3,ジース&バータ,92980,1023720,2,2024-05-29 02:26:46,2024-05-29 02:26:46
560,9,リクーム&グルド,61650,1023740,3,2024-05-29 02:26:46,2024-05-29 02:26:46
561,6,"パラパラ
ブラザーズ",71750,1024100,4,2024-05-29 02:26:46,2024-05-29 02:26:46
562,3,"孫悟天
(青年期)",80050,1024200,4,2024-05-29 02:26:46,2024-05-29 02:26:46
563,1,"アンニン
(巨大化)",99440,1024171,2,2024-05-29 02:26:46,2024-05-29 02:26:46
564,3,"孫悟空
&ピッコロ
/ピッコロ",80520,1024141,4,2024-05-29 02:26:46,2024-05-29 02:26:46
565,3,"人造人間16号
&18号",91750,1024240,4,2024-05-29 02:26:46,2024-05-29 02:26:46
566,3,"超サイヤ人
孫悟空
&超サイヤ人
孫悟飯(少年期)",87925,1024330,1,2024-05-29 02:26:46,2024-05-29 02:26:46
567,3,"超サイヤ人ゴッド
SS孫悟空
/超サイヤ人ゴッド
SSベジータ",88487,1024441,2,2024-05-29 02:26:46,2024-05-29 02:26:46
568,3,"超サイヤ人ゴッド
SSベジータ
&超サイヤ人
トランクス(未来)",84045,1024530,2,2024-05-29 02:26:46,2024-05-29 02:26:46
569,3,"孫悟飯
(幼年期)
/孫悟空",79730,1025111,4,2024-05-29 02:26:46,2024-05-29 02:26:46
570,4,"トランクス
(GT)
&ギル",73890,1024770,2,2024-05-29 02:26:46,2024-05-29 02:26:46
571,4,チライ,77150,1024741,2,2024-05-29 02:26:46,2024-05-29 02:26:46
572,2,"クリリン
&孫悟飯
(少年期)",95835,1024960,1,2024-05-29 02:26:46,2024-05-29 02:26:46
573,2,ガンマ1号,97340,1025500,3,2024-05-29 02:26:46,2024-05-29 02:26:46
574,2,ガンマ2号,97330,1025520,5,2024-05-29 02:26:46,2024-05-29 02:26:46
575,4,ダーブラ(天使),79090,1025220,4,2024-05-29 02:26:46,2024-05-29 02:26:46
576,6,"ハッチヒャック
(巨大化)",72090,1025651,1,2024-05-29 02:26:46,2024-05-29 02:26:46
577,4,"超フルパワー
サイヤ人4・
限界突破孫悟空(ゼノ)",77180,1025300,2,2024-05-29 02:26:46,2024-05-29 02:26:46
578,4,"超フルパワー
サイヤ人4・
限界突破ベジータ(ゼノ)",77170,1025320,4,2024-05-29 02:26:46,2024-05-29 02:26:46
579,3,超ハーツ,83350,1025400,3,2024-05-29 02:26:46,2024-05-29 02:26:46
580,2,"ゴールデン
メタルクウラ",94850,1025430,5,2024-05-29 02:26:46,2024-05-29 02:26:46
581,3,ジャネンバ(改造),92450,1025440,1,2024-05-29 02:26:46,2024-05-29 02:26:46
582,9,ラグス,62150,1025450,2,2024-05-29 02:26:46,2024-05-29 02:26:46
583,4,"トランクス
(青年期)
&孫悟天
(青年期)",74350,1026060,3,2024-05-29 02:26:46,2024-05-29 02:26:46
584,6,"ピッコロ
(潜在能力解放)",70825,1025570,1,2024-05-29 02:26:46,2024-05-29 02:26:46
585,3,"超サイヤ人3
ゴテンクス
&ピッコロ",87150,1025810,5,2024-05-29 02:26:46,2024-05-29 02:26:46
586,3,"三星龍
&四星龍",93050,1025830,1,2024-05-29 02:26:46,2024-05-29 02:26:46
587,3,"超サイヤ人3
孫悟空
&超サイヤ人2
ベジータ",88850,1025710,4,2024-05-29 02:26:46,2024-05-29 02:26:46
588,3,"孫悟空(GT)
&超サイヤ人4
ベジータ",80360,1025750,3,2024-05-29 02:26:46,2024-05-29 02:26:46
589,3,"人造人間17号
&ヘルファイター17号",91425,1026190,3,2024-05-29 02:26:46,2024-05-29 02:26:46
590,4,"ドクター・ミュー
&ドクター・ゲロ",75730,1026220,4,2024-05-29 02:26:46,2024-05-29 02:26:46
591,4,ドクター・ウイロー,75850,1026710,5,2024-05-29 02:26:46,2024-05-29 02:26:46
592,1,"アモンド
&レズン",99750,1026760,2,2024-05-29 02:26:46,2024-05-29 02:26:46
593,4,"ダイーズ
&カカオ",78550,1026780,5,2024-05-29 02:26:46,2024-05-29 02:26:46
594,6,ベビー,66550,1026860,1,2024-05-29 02:26:46,2024-05-29 02:26:46
595,7,マンバ,64125,1027170,5,2024-05-29 02:26:46,2024-05-29 02:26:46
596,3,"超サイヤ人
トランクス
(青年期)
&超サイヤ人ブロリー",85950,1027411,1,2024-05-29 02:26:46,2024-05-29 02:26:46
597,6,ベルゼブブ,66350,1028070,5,2024-05-29 02:26:46,2024-05-29 02:26:46
598,6,ピラフ,70350,1027560,5,2024-05-29 02:26:46,2024-05-29 02:26:46
599,6,"ピラフ
&シュウ
&マイ",70330,1027581,5,2024-05-29 02:26:46,2024-05-29 02:26:46
600,3,"ザーロイン
&ラバンラ
&ザーブト",93625,1027490,3,2024-05-29 02:26:46,2024-05-29 02:26:46
602,9,"リブリアン
&カクンサ
&ロージィ",61450,1027440,1,2024-05-29 02:26:46,2024-05-29 02:26:46
603,1,ウーロン&ランチ,98850,1027930,1,2024-05-29 02:26:46,2024-05-29 02:26:46
604,4,"超フルパワー
サイヤ人4・
限界突破ベジット(ゼノ)",77165,1027700,5,2024-05-29 02:26:46,2024-05-29 02:26:46
605,4,"超フルパワー
サイヤ人4・
限界突破ブロリー",77175,1027720,2,2024-05-29 02:26:46,2024-05-29 02:26:46
606,1,"紅き仮面のサイヤ人
(超サイヤ人ロゼ3)",100200,1027740,4,2024-05-29 02:26:46,2024-05-29 02:26:46
607,3,"超サイヤ人ゴッド
SSベジータ
(暴走制御)",84030,1027770,1,2024-05-29 02:26:46,2024-05-29 02:26:46
608,1,暗黒王フュー,99670,1027890,3,2024-05-29 02:26:46,2024-05-29 02:26:46
609,6,"ピッコロ
&孫悟飯(幼年期)",70840,1028120,3,2024-05-29 02:26:46,2024-05-29 02:26:46
610,6,"ベジータ
&ナッパ",66920,1028100,1,2024-05-29 02:26:46,2024-05-29 02:26:46
611,3,"人造人間21号
(変身・悪)",90750,1027670,4,2024-05-29 02:26:46,2024-05-29 02:26:46
612,3,"セル
(完全体)(GT)
&フリーザ
(最終形態)(GT)",81550,1027471,4,2024-05-29 02:26:46,2024-05-29 02:26:46
613,6,ハイヤードラゴン,72350,1028640,3,2024-05-29 02:26:46,2024-05-29 02:26:46
614,3,"超サイヤ人孫悟空
&超サイヤ人ベジータ
&超サイヤ人トランクス
(青年期)",87850,1028040,2,2024-05-29 02:26:46,2024-05-29 02:26:46
615,6,ヒルデガーン,70050,1028150,2,2024-05-29 02:26:46,2024-05-29 02:26:46
616,3,"人造人間18号
(リンク状態)",91150,1028410,4,2024-05-29 02:26:46,2024-05-29 02:26:46
617,6,"ピッコロ
&孫悟飯(幼年期)
/孫悟飯(幼年期)",70830,1028131,3,2024-05-29 02:26:46,2024-05-29 02:26:46
618,6,ビルス(パジャマ),70180,1028551,4,2024-05-29 02:26:46,2024-05-29 02:26:46
619,3,"孫悟飯
(ビースト)",79100,1028300,3,2024-05-29 02:26:46,2024-05-29 02:26:46
620,2,"ガンマ1号
&ガンマ2号",97320,1028350,2,2024-05-29 02:26:46,2024-05-29 02:26:46
621,2,"ガンマ1号
&ガンマ2号
/ガンマ1号",97310,1028371,2,2024-05-29 02:26:46,2024-05-29 02:26:46
622,6,ブヨン,69720,1028620,4,2024-05-29 02:26:46,2024-05-29 02:26:46
623,3,スーパーサタン像,83640,1029211,1,2024-05-29 02:26:46,2024-05-29 02:26:46
624,2,カトペスラ,98050,1028750,1,2024-05-29 02:26:46,2024-05-29 02:26:46
625,3,"孫悟空(少年期)
&クリリン(少年期)
&ブルマ(少女期)",80310,1028921,1,2024-05-29 02:26:46,2024-05-29 02:26:46
626,3,"超サイヤ人2
トランクス
(未来)",85775,1028970,5,2024-05-29 02:26:46,2024-05-29 02:26:46
